grid,fcstDateTime,PCP,POP,PTY,REH,SKY,SNO,TMN,TMP,TMX,UUU,VEC,VVV,WAV,WSD
59_127,2026-08-26 18:00:00,강수없음,30,0,70,4,적설없음,,29,,0.9,292,-0.3,0,1.0
59_127,2026-08-26 19:00:00,강수없음,30,0,80,4,적설없음,,28,,0.8,288,-0.2,0,0.9
59_127,2026-08-26 20:00:00,강수없음,30,0,85,4,적설없음,,27,,0.8,283,-0.2,0,0.9
59_127,2026-08-26 21:00:00,강수없음,30,0,85,4,적설없음,,27,,0.7,302,-0.4,0,0.9
59_127,2026-08-26 22:00:00,강수없음,30,0,90,4,적설없음,,26,,0.5,304,-0.3,0,0.7
59_127,2026-08-26 23:00:00,강수없음,30,0,90,4,적설없음,,26,,0.5,304,-0.3,0,0.7
59_127,2026-08-27 00:00:00,강수없음,30,0,90,4,적설없음,,25,,0.4,270,0,0,0.4
59_127,2026-08-27 01:00:00,강수없음,30,0,95,4,적설없음,,25,,0.5,270,0,0,0.5
59_127,2026-08-27 02:00:00,강수없음,30,0,95,4,적설없음,,25,,0.4,292,-0.1,0,0.5
59_127,2026-08-27 03:00:00,강수없음,30,0,95,4,적설없음,,25,,0.5,304,-0.3,0,0.7
59_127,2026-08-27 04:00:00,강수없음,30,0,95,4,적설없음,,25,,0.3,284,0,0,0.4
59_127,2026-08-27 05:00:00,강수없음,30,0,95,4,적설없음,,24,,0.3,284,0,0,0.4
59_127,2026-08-27 06:00:00,강수없음,30,0,95,4,적설없음,24.0,24,,0.3,284,0,0,0.4
59_127,2026-08-27 07:00:00,강수없음,30,0,95,4,적설없음,,25,,0.5,270,0,0,0.5
59_127,2026-08-27 08:00:00,강수없음,30,0,90,4,적설없음,,26,,0.3,284,0,0,0.4
59_127,2026-08-27 09:00:00,강수없음,30,0,85,4,적설없음,,27,,1,270,0,0,1
59_127,2026-08-27 10:00:00,강수없음,30,0,80,4,적설없음,,28,,0.8,270,0,0,0.8
59_127,2026-08-27 11:00:00,강수없음,30,0,70,4,적설없음,,29,,1.1,270,0,0,1.1
59_127,2026-08-27 12:00:00,강수없음,30,0,70,4,적설없음,,29,,1.3,282,-0.2,0,1.4
59_127,2026-08-27 13:00:00,강수없음,30,0,70,4,적설없음,,30,,1.3,282,-0.2,0,1.4
59_127,2026-08-27 14:00:00,강수없음,30,0,70,4,적설없음,,30,,1.4,274,-0.1,0,1.5
59_127,2026-08-27 15:00:00,강수없음,30,0,70,4,적설없음,,30,31.0,1.3,278,-0.1,0,1.4
59_127,2026-08-27 16:00:00,강수없음,30,0,65,4,적설없음,,30,,1.5,270,0,0,1.5
59_127,2026-08-27 17:00:00,강수없음,30,0,65,4,적설없음,,30,,1.3,278,-0.1,0,1.4
59_127,2026-08-27 18:00:00,강수없음,30,0,70,4,적설없음,,29,,1,280,-0.1,0,1.1
59_127,2026-08-27 19:00:00,강수없음,30,0,75,4,적설없음,,28,,0.8,294,-0.3,0,0.9
59_127,2026-08-27 20:00:00,강수없음,30,0,80,4,적설없음,,27,,0.5,304,-0.3,0,0.7
59_127,2026-08-27 21:00:00,강수없음,30,0,85,4,적설없음,,26,,0.2,315,-0.2,0,0.4
59_127,2026-08-27 22:00:00,강수없음,30,0,90,4,적설없음,,26,,0,333,-0.1,0,0.2
59_127,2026-08-27 23:00:00,강수없음,30,0,90,4,적설없음,,26,,0,342,-0.2,0,0.3
59_127,2026-08-28 00:00:00,강수없음,30,0,90,4,적설없음,,25,,0,0,-0.1,0,0.1
59_127,2026-08-28 01:00:00,강수없음,30,0,90,4,적설없음,,25,,-0.1,45,-0.2,0,0.4
59_127,2026-08-28 02:00:00,강수없음,30,0,90,4,적설없음,,25,,-0.4,56,-0.3,0,0.7
59_127,2026-08-28 03:00:00,강수없음,30,0,90,4,적설없음,,25,,-0.5,74,-0.1,0,0.7
59_127,2026-08-28 04:00:00,강수없음,30,0,90,4,적설없음,,24,,-0.7,72,-0.2,0,0.9
59_127,2026-08-28 05:00:00,강수없음,30,0,90,4,적설없음,,24,,-0.9,80,-0.1,0,1.1
59_127,2026-08-28 06:00:00,강수없음,30,0,90,4,적설없음,24.0,24,,-0.9,80,-0.1,0,1.1
59_127,2026-08-28 07:00:00,강수없음,30,0,90,4,적설없음,,24,,-1.2,90,0,0,1.3
59_127,2026-08-28 08:00:00,강수없음,30,0,85,4,적설없음,,25,,-1.6,90,0,0,1.7
59_127,2026-08-28 09:00:00,강수없음,30,0,80,4,적설없음,,26,,-1.2,98,0.1,0,1.4
59_127,2026-08-28 10:00:00,강수없음,30,0,80,4,적설없음,,27,,-1.1,107,0.3,0,1.3
59_127,2026-08-28 11:00:00,강수없음,30,0,75,4,적설없음,,28,,-1.3,112,0.5,0,1.6
59_127,2026-08-28 12:00:00,강수없음,30,0,75,4,적설없음,,28,,-1,117,0.5,0,1.3
59_127,2026-08-28 13:00:00,강수없음,30,0,70,4,적설없음,,29,,-0.9,119,0.5,0,1.2
59_127,2026-08-28 14:00:00,강수없음,20,0,70,3,적설없음,,29,,-0.5,120,0.4,0,0.8
59_127,2026-08-28 15:00:00,강수없음,20,0,70,3,적설없음,,29,29.0,-0.4,99,0,0,0.6
59_127,2026-08-28 16:00:00,강수없음,20,0,75,3,적설없음,,28,,-0.7,90,0,0,0.8
59_127,2026-08-28 17:00:00,강수없음,30,0,75,4,적설없음,,27,,-1,90,0,0,1.1
59_127,2026-08-28 18:00:00,강수없음,30,0,75,4,적설없음,,26,,-1.1,90,0,0,1.2
59_127,2026-08-28 19:00:00,강수없음,30,0,80,4,적설없음,,26,,-1,90,0,0,1.1
59_127,2026-08-28 20:00:00,강수없음,30,0,85,4,적설없음,,25,,-1.6,99,0.2,0,1.8
59_127,2026-08-28 21:00:00,강수없음,30,0,85,4,적설없음,,25,,-1.6,106,0.4,0,1.8
59_127,2026-08-28 22:00:00,강수없음,30,0,85,4,적설없음,,24,,-1.3,105,0.3,0,1.5
59_127,2026-08-28 23:00:00,강수없음,30,0,90,4,적설없음,,24,,-1,104,0.2,0,1.2
59_127,2026-08-29 00:00:00,강수없음,30,0,90,4,적설없음,,24,,-1,108,0.3,0,1.2
59_127,2026-08-29 01:00:00,0,30,0,90,4,0,,24,,-0.8,112,0.3,0,1
59_127,2026-08-29 02:00:00,0,30,0,90,4,0,,24,,-0.5,131,0.5,0,0.9
59_127,2026-08-29 03:00:00,0,30,0,90,4,0,,24,,0,180,0.4,0,0.4
59_127,2026-08-29 04:00:00,3.5,60,1,90,4,0,,24,,0,180,0.4,0,0.4
59_127,2026-08-29 05:00:00,1.4,60,1,90,4,0,,24,,0,180,0.3,0,0.3
59_127,2026-08-29 06:00:00,1.3,60,1,90,4,0,23.0,23,,0,180,0.1,0,0.1
59_127,2026-08-29 07:00:00,1.4,60,1,95,4,0,,23,,0,180,0.2,0,0.2
59_127,2026-08-29 08:00:00,1.4,60,1,90,4,0,,24,,0.1,270,0,0,0.1
59_127,2026-08-29 09:00:00,0,30,0,85,4,0,,25,,0.4,270,0,0,0.4
59_127,2026-08-29 10:00:00,0.8,60,1,80,4,0,,26,,0.6,270,0,0,0.6
59_127,2026-08-29 11:00:00,1,60,1,75,4,0,,26,,0.3,270,0,0,0.3
59_127,2026-08-29 12:00:00,1.3,60,1,70,4,0,,27,,0.5,261,0,0,0.6
59_127,2026-08-29 13:00:00,1.3,60,1,70,4,0,,28,,0.4,248,0.1,0,0.5
59_127,2026-08-29 14:00:00,0,30,0,70,4,0,,29,,1.1,270,0,0,1.1
59_127,2026-08-29 15:00:00,1.3,60,1,70,4,0,,29,29.0,1,270,0,0,1
59_127,2026-08-29 16:00:00,0,30,0,70,4,0,,29,,1.3,278,-0.1,0,1.4
59_127,2026-08-29 17:00:00,0,30,0,70,4,0,,28,,1.1,300,-0.6,0,1.3
59_127,2026-08-29 18:00:00,13.1,60,1,75,4,0,,26,,0.8,315,-0.8,0,1.2
59_127,2026-08-29 19:00:00,0,30,0,85,4,0,,25,,0.5,331,-1,0,1.2
59_127,2026-08-29 20:00:00,0,30,0,85,4,0,,24,,0.5,319,-0.6,0,0.9
59_127,2026-08-29 21:00:00,0,30,0,90,4,0,,24,,0.2,315,-0.2,0,0.4
59_127,2026-08-29 22:00:00,0,30,0,90,4,0,,24,,0,180,0.3,0,0.3
59_127,2026-08-29 23:00:00,0,30,0,85,4,0,,24,,0.3,297,-0.1,0,0.4
59_127,2026-08-30 00:00:00,0,30,0,90,4,0,,23,,0.5,304,-0.3,0,0.7
59_127,2026-08-30 03:00:00,2,60,1,90,4,0,,23,,0.6,311,-0.5,0,1
59_127,2026-08-30 06:00:00,1,70,1,95,4,0,22.0,22,,0.8,304,-0.5,0,1
59_128,2026-08-25 17:00:00,강수없음,20,0,70,3,적설없음,,30,,2.4,270,0.0,0,2.4
59_128,2026-08-25 18:00:00,8.0mm,60,4,75,4,적설없음,,29,,2.1,265,0.1,0,2.2
59_128,2026-08-25 19:00:00,강수없음,20,0,80,3,적설없음,,28,,1.8,267,0.0,0,1.9
59_128,2026-08-25 20:00:00,강수없음,20,0,85,3,적설없음,,27,,1.4,266,0.1,0,1.5
59_128,2026-08-25 21:00:00,강수없음,0,0,90,1,적설없음,,26,,1.3,270,0.0,0,1.3
59_128,2026-08-25 22:00:00,강수없음,20,0,95,3,적설없음,,25,,1.0,270,0.0,0,1.0
59_128,2026-08-25 23:00:00,강수없음,20,0,95,3,적설없음,,25,,0.8,276,0.0,0,0.9
59_128,2026-08-26 00:00:00,강수없음,30,0,95,4,적설없음,,25,,0.6,278,0.0,0,0.7
59_128,2026-08-26 01:00:00,강수없음,30,0,95,4,적설없음,,24,,0.7,270,0.0,0,0.7
59_128,2026-08-26 02:00:00,강수없음,20,0,95,3,적설없음,,24,,0.5,270,0.0,0,0.5
59_128,2026-08-26 03:00:00,강수없음,30,0,95,4,적설없음,,24,,0.4,270,0.0,0,0.4
59_128,2026-08-26 04:00:00,강수없음,30,0,95,4,적설없음,,24,,0.5,270,0.0,0,0.5
59_128,2026-08-26 05:00:00,강수없음,30,0,95,4,적설없음,,24,,0.4,270,0.0,0,0.4
59_128,2026-08-26 06:00:00,강수없음,30,0,95,4,적설없음,,24,,0.0,191,0.4,0,0.5
59_128,2026-08-26 07:00:00,강수없음,30,0,95,4,적설없음,,25,,0.3,214,0.5,0,0.7
59_128,2026-08-26 08:00:00,강수없음,30,0,95,4,적설없음,,26,,0.6,254,0.1,0,0.7
59_128,2026-08-26 09:00:00,강수없음,30,0,90,4,적설없음,,27,,1.0,255,0.2,0,1.1
59_128,2026-08-26 10:00:00,강수없음,30,0,85,4,적설없음,,28,,1.2,238,0.7,0,1.5
59_128,2026-08-26 11:00:00,강수없음,30,0,80,4,적설없음,,28,,1.8,255,0.4,0,1.9
59_128,2026-08-26 12:00:00,강수없음,30,0,75,4,적설없음,,29,,2.2,265,0.2,0,2.3
59_128,2026-08-26 13:00:00,강수없음,30,0,75,4,적설없음,,30,,2.3,263,0.2,0,2.4
59_128,2026-08-26 14:00:00,강수없음,30,0,75,4,적설없음,,30,,2.8,270,0.0,0,2.8
59_128,2026-08-26 15:00:00,강수없음,30,0,70,4,적설없음,,31,,2.5,270,0.0,0,2.5
59_128,2026-08-26 16:00:00,강수없음,30,0,75,4,적설없음,,30,,2.2,270,0.0,0,2.2
59_128,2026-08-26 17:00:00,강수없음,30,0,75,4,적설없음,,29,,1.7,276,-0.1,0,1.8
59_128,2026-08-26 18:00:00,강수없음,30,0,70,4,적설없음,,29,,0.9,297,-0.4,0,1.1
59_128,2026-08-26 19:00:00,강수없음,30,0,80,4,적설없음,,28,,0.7,291,-0.2,0,0.8
59_128,2026-08-26 20:00:00,강수없음,30,0,85,4,적설없음,,27,,0.7,291,-0.2,0,0.8
59_128,2026-08-26 21:00:00,강수없음,30,0,85,4,적설없음,,26,,0.5,315,-0.5,0,0.8
59_128,2026-08-26 22:00:00,강수없음,30,0,90,4,적설없음,,26,,0.5,304,-0.3,0,0.7
59_128,2026-08-26 23:00:00,강수없음,30,0,90,4,적설없음,,25,,0.5,304,-0.3,0,0.7
59_128,2026-08-27 00:00:00,강수없음,30,0,90,4,적설없음,,25,,0.2,270,0,0,0.2
59_128,2026-08-27 01:00:00,강수없음,30,0,90,4,적설없음,,25,,0.2,270,0,0,0.2
59_128,2026-08-27 02:00:00,강수없음,30,0,95,4,적설없음,,25,,0.3,284,0,0,0.4
59_128,2026-08-27 03:00:00,강수없음,30,0,95,4,적설없음,,24,,0.2,315,-0.2,0,0.4
59_128,2026-08-27 04:00:00,강수없음,30,0,95,4,적설없음,,24,,0.2,288,0,0,0.3
59_128,2026-08-27 05:00:00,강수없음,30,0,95,4,적설없음,,24,,0.3,270,0,0,0.3
59_128,2026-08-27 06:00:00,강수없음,30,0,95,4,적설없음,23.0,24,,0.3,270,0,0,0.3
59_128,2026-08-27 07:00:00,강수없음,30,0,95,4,적설없음,,24,,0.5,270,0,0,0.5
59_128,2026-08-27 08:00:00,강수없음,30,0,90,4,적설없음,,25,,0.4,270,0,0,0.4
59_128,2026-08-27 09:00:00,강수없음,30,0,85,4,적설없음,,27,,0.8,270,0,0,0.8
59_128,2026-08-27 10:00:00,강수없음,30,0,80,4,적설없음,,28,,0.7,270,0,0,0.7
59_128,2026-08-27 11:00:00,강수없음,30,0,70,4,적설없음,,29,,1,265,0,0,1.1
59_128,2026-08-27 12:00:00,강수없음,30,0,70,4,적설없음,,29,,1.2,274,0,0,1.3
59_128,2026-08-27 13:00:00,강수없음,30,0,70,4,적설없음,,30,,1.3,278,-0.1,0,1.4
59_128,2026-08-27 14:00:00,강수없음,30,0,70,4,적설없음,,30,,1.3,274,0,0,1.4
59_128,2026-08-27 15:00:00,강수없음,30,0,65,4,적설없음,,31,31.0,1.7,270,0,0,1.7
59_128,2026-08-27 16:00:00,강수없음,30,0,65,4,적설없음,,30,,1.4,274,-0.1,0,1.5
59_128,2026-08-27 17:00:00,강수없음,30,0,65,4,적설없음,,30,,1.3,278,-0.1,0,1.4
59_128,2026-08-27 18:00:00,강수없음,30,0,70,4,적설없음,,29,,1,285,-0.2,0,1.1
59_128,2026-08-27 19:00:00,강수없음,30,0,75,4,적설없음,,28,,0.7,297,-0.3,0,0.8
59_128,2026-08-27 20:00:00,강수없음,30,0,80,4,적설없음,,26,,0.6,311,-0.5,0,0.9
59_128,2026-08-27 21:00:00,강수없음,30,0,85,4,적설없음,,26,,0.3,323,-0.3,0,0.5
59_128,2026-08-27 22:00:00,강수없음,30,0,85,4,적설없음,,25,,0,333,-0.1,0,0.2
59_128,2026-08-27 23:00:00,강수없음,30,0,85,4,적설없음,,25,,0,0,-0.2,0,0.2
59_128,2026-08-28 00:00:00,강수없음,30,0,85,4,적설없음,,25,,0,18,-0.2,0,0.3
59_128,2026-08-28 01:00:00,강수없음,30,0,90,4,적설없음,,24,,-0.2,53,-0.3,0,0.5
59_128,2026-08-28 02:00:00,강수없음,30,0,90,4,적설없음,,24,,-0.6,76,-0.1,0,0.8
59_128,2026-08-28 03:00:00,강수없음,30,0,90,4,적설없음,,24,,-0.7,84,0,0,0.9
59_128,2026-08-28 04:00:00,강수없음,30,0,90,4,적설없음,,24,,-0.9,85,0,0,1.1
59_128,2026-08-28 05:00:00,강수없음,30,0,90,4,적설없음,,23,,-1.1,86,0,0,1.3
59_128,2026-08-28 06:00:00,강수없음,30,0,90,4,적설없음,23.0,23,,-1.1,90,0,0,1.2
59_128,2026-08-28 07:00:00,강수없음,30,0,90,4,적설없음,,24,,-1.5,90,0,0,1.6
59_128,2026-08-28 08:00:00,강수없음,30,0,85,4,적설없음,,25,,-1.5,93,0,0,1.7
59_128,2026-08-28 09:00:00,강수없음,30,0,80,4,적설없음,,26,,-1.4,104,0.3,0,1.6
59_128,2026-08-28 10:00:00,강수없음,30,0,75,4,적설없음,,27,,-1.2,113,0.5,0,1.5
59_128,2026-08-28 11:00:00,강수없음,30,0,75,4,적설없음,,28,,-1.4,119,0.8,0,1.8
59_128,2026-08-28 12:00:00,강수없음,30,0,75,4,적설없음,,28,,-1.1,122,0.7,0,1.5
59_128,2026-08-28 13:00:00,강수없음,30,0,75,4,적설없음,,29,,-1,113,0.5,0,1.3
59_128,2026-08-28 14:00:00,강수없음,20,0,75,3,적설없음,,29,,-0.5,120,0.4,0,0.8
59_128,2026-08-28 15:00:00,강수없음,20,0,75,3,적설없음,,29,29.0,-0.4,108,0.1,0,0.6
59_128,2026-08-28 16:00:00,강수없음,20,0,75,3,적설없음,,28,,-0.7,90,0,0,0.8
59_128,2026-08-28 17:00:00,강수없음,30,0,75,4,적설없음,,27,,-1,90,0,0,1.1
59_128,2026-08-28 18:00:00,강수없음,30,0,75,4,적설없음,,26,,-1,90,0,0,1.1
59_128,2026-08-28 19:00:00,강수없음,30,0,80,4,적설없음,,26,,-1,90,0,0,1.1
59_128,2026-08-28 20:00:00,강수없음,30,0,85,4,적설없음,,25,,-1.5,97,0.2,0,1.7
59_128,2026-08-28 21:00:00,강수없음,30,0,85,4,적설없음,,24,,-1.6,99,0.2,0,1.8
59_128,2026-08-28 22:00:00,강수없음,30,0,85,4,적설없음,,24,,-1.5,106,0.4,0,1.7
59_128,2026-08-28 23:00:00,강수없음,30,0,90,4,적설없음,,24,,-1.2,110,0.4,0,1.4
59_128,2026-08-29 00:00:00,강수없음,30,0,90,4,적설없음,,24,,-1,113,0.5,0,1.3
59_128,2026-08-29 01:00:00,0,30,0,90,4,0,,24,,-1,113,0.5,0,1.3
59_128,2026-08-29 02:00:00,0,30,0,90,4,0,,23,,-0.7,124,0.5,0,1
59_128,2026-08-29 03:00:00,0,30,0,90,4,0,,23,,-0.2,141,0.4,0,0.6
59_128,2026-08-29 04:00:00,3.9,60,1,90,4,0,,23,,0,180,0.4,0,0.4
59_128,2026-08-29 05:00:00,1.5,60,1,90,4,0,,23,,0,180,0.5,0,0.5
59_128,2026-08-29 06:00:00,1.4,60,1,90,4,0,23.0,23,,0,180,0.4,0,0.4
59_128,2026-08-29 07:00:00,1.4,60,1,90,4,0,,23,,0,180,0.4,0,0.4
59_128,2026-08-29 08:00:00,1.5,60,1,90,4,0,,24,,0,180,0.2,0,0.2
59_128,2026-08-29 09:00:00,0,30,0,85,4,0,,25,,0,207,0.1,0,0.2
59_128,2026-08-29 10:00:00,1,60,1,80,4,0,,26,,0.4,270,0,0,0.4
59_128,2026-08-29 11:00:00,1.2,60,1,75,4,0,,26,,0.1,225,0.1,0,0.2
59_128,2026-08-29 12:00:00,1.1,60,1,70,4,0,,27,,0.3,233,0.3,0,0.5
59_128,2026-08-29 13:00:00,1.4,60,1,70,4,0,,28,,0.5,236,0.3,0,0.7
59_128,2026-08-29 14:00:00,0,30,0,70,4,0,,29,,1,265,0,0,1.1
59_128,2026-08-29 15:00:00,1.1,60,1,65,4,0,,30,30.0,1,265,0,0,1.1
59_128,2026-08-29 16:00:00,0,30,0,70,4,0,,29,,1.3,278,-0.1,0,1.4
59_128,2026-08-29 17:00:00,0,30,0,70,4,0,,27,,1.2,302,-0.7,0,1.5
59_128,2026-08-29 18:00:00,4.3,60,1,80,4,0,,26,,0.8,318,-0.8,0,1.2
59_128,2026-08-29 19:00:00,0,30,0,85,4,0,,24,,0.4,331,-0.8,0,1
59_128,2026-08-29 20:00:00,0,30,0,85,4,0,,24,,0.2,339,-0.7,0,0.8
59_128,2026-08-29 21:00:00,0,30,0,90,4,0,,23,,0,346,-0.3,0,0.4
59_128,2026-08-29 22:00:00,0,30,0,90,4,0,,23,,0.1,270,0,0,0.1
59_128,2026-08-29 23:00:00,0,30,0,90,4,0,,23,,0.1,315,-0.1,0,0.2
59_128,2026-08-30 00:00:00,0,30,0,90,4,0,,23,,0.4,315,-0.4,0,0.7
59_128,2026-08-30 03:00:00,2,60,1,90,4,0,,22,,0.4,315,-0.4,0,1
59_128,2026-08-30 06:00:00,1,70,1,95,4,0,21.0,22,,0.7,302,-0.4,0,1
59_129,2026-08-25 17:00:00,강수없음,20,0,70,3,적설없음,,30,,2.3,270,0.0,0,2.3
59_129,2026-08-25 18:00:00,9.0mm,60,4,75,4,적설없음,,29,,2.0,262,0.2,0,2.1
59_129,2026-08-25 19:00:00,강수없음,20,0,80,3,적설없음,,28,,1.7,261,0.2,0,1.8
59_129,2026-08-25 20:00:00,강수없음,20,0,90,3,적설없음,,26,,1.4,262,0.2,0,1.5
59_129,2026-08-25 21:00:00,강수없음,0,0,90,1,적설없음,,26,,1.3,270,0.0,0,1.3
59_129,2026-08-25 22:00:00,강수없음,20,0,95,3,적설없음,,26,,0.9,270,0.0,0,0.9
59_129,2026-08-25 23:00:00,강수없음,20,0,95,3,적설없음,,25,,0.8,270,0.0,0,0.8
59_129,2026-08-26 00:00:00,강수없음,30,0,95,4,적설없음,,25,,0.6,270,0.0,0,0.6
59_129,2026-08-26 01:00:00,강수없음,30,0,100,4,적설없음,,25,,0.6,270,0.0,0,0.6
59_129,2026-08-26 02:00:00,강수없음,30,0,100,4,적설없음,,24,,0.1,270,0.0,0,0.1
59_129,2026-08-26 03:00:00,강수없음,30,0,100,4,적설없음,,24,,0.1,270,0.0,0,0.1
59_129,2026-08-26 04:00:00,강수없음,30,0,100,4,적설없음,,24,,0.0,225,0.0,0,0.1
59_129,2026-08-26 05:00:00,강수없음,30,0,100,4,적설없음,,24,,0.1,225,0.1,0,0.2
59_129,2026-08-26 06:00:00,강수없음,30,0,100,4,적설없음,,24,,0.0,180,0.6,0,0.6
59_129,2026-08-26 07:00:00,강수없음,30,0,100,4,적설없음,,25,,0.2,203,0.6,0,0.7
59_129,2026-08-26 08:00:00,강수없음,30,0,95,4,적설없음,,26,,0.5,230,0.4,0,0.7
59_129,2026-08-26 09:00:00,강수없음,30,0,90,4,적설없음,,27,,0.9,248,0.3,0,1.0
59_129,2026-08-26 10:00:00,강수없음,30,0,90,4,적설없음,,27,,1.2,232,0.9,0,1.6
59_129,2026-08-26 11:00:00,강수없음,30,0,80,4,적설없음,,28,,1.9,253,0.5,0,2.0
59_129,2026-08-26 12:00:00,강수없음,30,0,80,4,적설없음,,29,,2.2,263,0.2,0,2.3
59_129,2026-08-26 13:00:00,강수없음,30,0,80,4,적설없음,,29,,2.3,263,0.2,0,2.4
59_129,2026-08-26 14:00:00,강수없음,30,0,75,4,적설없음,,30,,2.7,270,0.0,0,2.7
59_129,2026-08-26 15:00:00,강수없음,30,0,75,4,적설없음,,30,,2.7,270,0.0,0,2.7
59_129,2026-08-26 16:00:00,강수없음,30,0,75,4,적설없음,,30,,2.2,270,0.0,0,2.2
59_129,2026-08-26 17:00:00,강수없음,30,0,75,4,적설없음,,29,,1.6,283,-0.3,0,1.7
59_129,2026-08-26 18:00:00,강수없음,30,0,75,4,적설없음,,29,,0.9,297,-0.4,0,1.1
59_129,2026-08-26 19:00:00,강수없음,30,0,80,4,적설없음,,28,,0.6,293,-0.2,0,0.7
59_129,2026-08-26 20:00:00,강수없음,30,0,85,4,적설없음,,27,,0.7,297,-0.3,0,0.8
59_129,2026-08-26 21:00:00,강수없음,30,0,90,4,적설없음,,26,,0.4,315,-0.4,0,0.7
59_129,2026-08-26 22:00:00,강수없음,30,0,90,4,적설없음,,26,,0.4,301,-0.2,0,0.5
59_129,2026-08-26 23:00:00,강수없음,30,0,95,4,적설없음,,25,,0.3,307,-0.3,0,0.5
59_129,2026-08-27 00:00:00,강수없음,30,0,95,4,적설없음,,25,,0.2,270,0,0,0.2
59_129,2026-08-27 01:00:00,강수없음,30,0,95,4,적설없음,,25,,0.2,270,0,0,0.2
59_129,2026-08-27 02:00:00,강수없음,30,0,95,4,적설없음,,25,,0.4,270,0,0,0.4
59_129,2026-08-27 03:00:00,강수없음,30,0,95,4,적설없음,,24,,0.1,315,-0.1,0,0.2
59_129,2026-08-27 04:00:00,강수없음,30,0,95,4,적설없음,,24,,0.2,270,0,0,0.2
59_129,2026-08-27 05:00:00,강수없음,30,0,95,4,적설없음,,24,,0.1,270,0,0,0.1
59_129,2026-08-27 06:00:00,강수없음,30,0,95,4,적설없음,24.0,24,,0.1,270,0,0,0.1
59_129,2026-08-27 07:00:00,강수없음,30,0,95,4,적설없음,,25,,0.3,270,0,0,0.3
59_129,2026-08-27 08:00:00,강수없음,30,0,90,4,적설없음,,26,,0.4,270,0,0,0.4
59_129,2026-08-27 09:00:00,강수없음,30,0,85,4,적설없음,,27,,0.5,261,0,0,0.6
59_129,2026-08-27 10:00:00,강수없음,30,0,80,4,적설없음,,28,,0.5,252,0.1,0,0.6
59_129,2026-08-27 11:00:00,강수없음,30,0,75,4,적설없음,,29,,0.9,264,0.1,0,1
59_129,2026-08-27 12:00:00,강수없음,30,0,70,4,적설없음,,29,,1.4,270,0,0,1.4
59_129,2026-08-27 13:00:00,강수없음,30,0,70,4,적설없음,,30,,1.6,270,0,0,1.6
59_129,2026-08-27 14:00:00,강수없음,30,0,70,4,적설없음,,30,,1.7,270,0,0,1.7
59_129,2026-08-27 15:00:00,강수없음,30,0,70,4,적설없음,,31,31.0,1.8,270,0,0,1.8
59_129,2026-08-27 16:00:00,강수없음,30,0,65,4,적설없음,,31,,1.7,270,0,0,1.7
59_129,2026-08-27 17:00:00,강수없음,30,0,65,4,적설없음,,30,,1.4,281,-0.2,0,1.5
59_129,2026-08-27 18:00:00,강수없음,30,0,70,4,적설없음,,29,,1.1,284,-0.2,0,1.2
